0 220 125 190
1 309 216 190
2 395 143 190
3 247 252 190
4 285 246 190
5 516.667 261.667 190
6 527.222 255.556 190
7 538.889 271.667 190
8 523.889 276.111 190
9 406.111 207.222 190
10 485.556 238.333 190
11 451.111 301.111 190
